           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   118.8796     -0.1467954     -6.0087912E-02   3.881182    
   118.8846     -0.1451153     -6.3729085E-02   3.880850    
   118.8896     -0.1434478     -6.7363881E-02   3.880512    
   118.8946     -0.1417940     -7.0993118E-02   3.880206    
   118.8996     -0.1401540     -7.4616842E-02   3.879919    
   118.9046     -0.1385280     -7.8234874E-02   3.879653    
   118.9096     -0.1369153     -8.1846349E-02   3.879397    
   118.9146     -0.1353175     -8.5452951E-02   3.879177    
   118.9196     -0.1337335     -8.9052819E-02   3.878963    
   118.9246     -0.1321645     -9.2647575E-02   3.878781    
   118.9296     -0.1306093     -9.6235245E-02   3.878606    
   118.9346     -0.1290688     -9.9816799E-02   3.878453    
   118.9396     -0.1275431     -0.1033924       3.878318    
   118.9446     -0.1260317     -0.1069609       3.878196    
   118.9496     -0.1245361     -0.1105242       3.878102    
   118.9546     -0.1230551     -0.1140804       3.878024    
   118.9596     -0.1215895     -0.1176305       3.877968    
   118.9646     -0.1201395     -0.1211742       3.877934    
   118.9696     -0.1187053     -0.1247114       3.877919    
   118.9746     -0.1172868     -0.1282421       3.877926    
   118.9796     -0.1158841     -0.1317660       3.877952    
   118.9846     -0.1144972     -0.1352830       3.877997    
   118.9896     -0.1131262     -0.1387930       3.878059    
   118.9946     -0.1117712     -0.1422960       3.878139    
   118.9996     -0.1104324     -0.1457920       3.878238    
   119.0046     -0.1091097     -0.1492807       3.878354    
   119.0096     -0.1078034     -0.1527624       3.878490    
   119.0145     -0.1065136     -0.1562368       3.878644    
   119.0195     -0.1052403     -0.1597040       3.878819    
   119.0245     -0.1039839     -0.1631639       3.879015    
   119.0295     -0.1027443     -0.1666164       3.879232    
   119.0345     -0.1015216     -0.1700614       3.879468    
   119.0395     -0.1003160     -0.1734988       3.879725    
   119.0445     -9.9127531E-02 -0.1769286       3.880001    
   119.0495     -9.7956792E-02 -0.1803516       3.880287    
   119.0545     -9.6802764E-02 -0.1837657       3.880615    
   119.0595     -9.5666505E-02 -0.1871727       3.880939    
   119.0645     -9.4546974E-02 -0.1905708       3.881303    
   119.0695     -9.3445346E-02 -0.1939619       3.881657    
   119.0745     -9.2361145E-02 -0.1973448       3.882046    
   119.0795     -9.1293991E-02 -0.2007186       3.882463    
   119.0845     -9.0245090E-02 -0.2040854       3.882868    
   119.0895     -8.9213885E-02 -0.2074440       3.883310    
   119.0945     -8.8200629E-02 -0.2107944       3.883772    
   119.0995     -8.7205723E-02 -0.2141373       3.884239    
   119.1045     -8.6228378E-02 -0.2174706       3.884762    
   119.1095     -8.5269429E-02 -0.2207962       3.885263    
   119.1145     -8.4328540E-02 -0.2241133       3.885802    
   119.1195     -8.3405703E-02 -0.2274216       3.886356    
   119.1245     -8.2500994E-02 -0.2307212       3.886925    
   119.1295     -8.1614345E-02 -0.2340120       3.887508    
   119.1345     -8.0746554E-02 -0.2372951       3.888088    
   119.1395     -7.9896592E-02 -0.2405685       3.888729    
   119.1445     -7.9065591E-02 -0.2438340       3.889340    
   119.1495     -7.8253098E-02 -0.2470907       3.889997    
   119.1545     -7.7459216E-02 -0.2503384       3.890669    
   119.1595     -7.6683842E-02 -0.2535770       3.891356    
   119.1645     -7.5927556E-02 -0.2568076       3.892035    
   119.1695     -7.5189620E-02 -0.2600281       3.892784    
   119.1745     -7.4470699E-02 -0.2632404       3.893492    
   119.1795     -7.3770612E-02 -0.2664435       3.894245    
   119.1845     -7.3089331E-02 -0.2696373       3.895011    
   119.1895     -7.2427258E-02 -0.2728227       3.895767    
   119.1945     -7.1783639E-02 -0.2759979       3.896595    
   119.1994     -7.1159355E-02 -0.2791645       3.897377    
   119.2044     -7.0554189E-02 -0.2823216       3.898204    
   119.2094     -6.9967791E-02 -0.2854692       3.899044    
   119.2144     -6.9400579E-02 -0.2886074       3.899898    
   119.2194     -6.8852894E-02 -0.2917368       3.900737    
   119.2244     -6.8324327E-02 -0.2948565       3.901624    
   119.2294     -6.7814730E-02 -0.2979657       3.902554    
   119.2344     -6.7324705E-02 -0.3010660       3.903429    
   119.2394     -6.6853963E-02 -0.3041566       3.904352    
   119.2444     -6.6402756E-02 -0.3072382       3.905258    
   119.2494     -6.5970972E-02 -0.3103098       3.906217    
   119.2544     -6.5558761E-02 -0.3133712       3.907188    
   119.2594     -6.5165885E-02 -0.3164225       3.908171    
   119.2644     -6.4792402E-02 -0.3194635       3.909161    
   119.2694     -6.4438477E-02 -0.3224952       3.910128    
   119.2744     -6.4104080E-02 -0.3255167       3.911144    
   119.2794     -6.3789345E-02 -0.3285285       3.912140    
   119.2844     -6.3493870E-02 -0.3315289       3.913221    
   119.2894     -6.3218318E-02 -0.3345195       3.914237    
   119.2944     -6.2962219E-02 -0.3374996       3.915303    
   119.2994     -6.2726051E-02 -0.3404697       3.916344    
   119.3044     -6.2509403E-02 -0.3434290       3.917439    
   119.3094     -6.2312674E-02 -0.3463780       3.918508    
   119.3144     -6.2135674E-02 -0.3493160       3.919632    
   119.3194     -6.1978348E-02 -0.3522427       3.920763    
   119.3244     -6.1840829E-02 -0.3551589       3.921865    
   119.3294     -6.1722819E-02 -0.3580638       3.923016    
   119.3344     -6.1624702E-02 -0.3609578       3.924139    
   119.3394     -6.1546318E-02 -0.3638403       3.925314    
   119.3444     -6.1487935E-02 -0.3667120       3.926459    
   119.3494     -6.1449189E-02 -0.3695718       3.927660    
   119.3544     -6.1430454E-02 -0.3724205       3.928829    
   119.3594     -6.1431389E-02 -0.3752571       3.930052    
   119.3644     -6.1452396E-02 -0.3780831       3.931204    
   119.3694     -6.1493270E-02 -0.3808967       3.932461    
   119.3744     -6.1553910E-02 -0.3836978       3.933725    
   119.3793     -6.1634604E-02 -0.3864876       3.934909    
   119.3843     -6.1734900E-02 -0.3892640       3.936240    
   119.3893     -6.1855081E-02 -0.3920290       3.937438    
   119.3943     -6.1994985E-02 -0.3947817       3.938701    
   119.3993     -6.2154692E-02 -0.3975214       3.940018    
   119.4043     -6.2334225E-02 -0.4002486       3.941297    
   119.4093     -6.2533654E-02 -0.4029630       3.942587    
   119.4143     -6.2752821E-02 -0.4056647       3.943891    
   119.4193     -6.2991843E-02 -0.4083534       3.945208    
   119.4243     -6.3250713E-02 -0.4110289       3.946537    
   119.4293     -6.3529514E-02 -0.4136912       3.947879    
   119.4343     -6.3828036E-02 -0.4163392       3.949274    
   119.4393     -6.4146310E-02 -0.4189745       3.950577    
   119.4443     -6.4484194E-02 -0.4215961       3.951945    
   119.4493     -6.4841770E-02 -0.4242031       3.953367    
   119.4543     -6.5218970E-02 -0.4267955       3.954785    
   119.4593     -6.5615721E-02 -0.4293740       3.956151    
   119.4643     -6.6031925E-02 -0.4319385       3.957527    
   119.4693     -6.6467717E-02 -0.4344885       3.958957    
   119.4743     -6.6923045E-02 -0.4370237       3.960388    
   119.4793     -6.7398004E-02 -0.4395434       3.961866    
   119.4843     -6.7892447E-02 -0.4420492       3.963243    
   119.4893     -6.8406291E-02 -0.4445393       3.964724    
   119.4943     -6.8939820E-02 -0.4470164       3.966064    
   119.4993     -6.9493100E-02 -0.4494773       3.967620    
   119.5043     -7.0065953E-02 -0.4519224       3.969116    
   119.5093     -7.0658259E-02 -0.4543526       3.970562    
   119.5143     -7.1270034E-02 -0.4567676       3.972014    
   119.5193     -7.1901083E-02 -0.4591667       3.973521    
   119.5243     -7.2551593E-02 -0.4615500       3.975027    
   119.5293     -7.3221333E-02 -0.4639173       3.976533    
   119.5343     -7.3910445E-02 -0.4662679       3.978082    
   119.5393     -7.4618548E-02 -0.4686009       3.979664    
   119.5443     -7.5345382E-02 -0.4709193       3.981038    
   119.5493     -7.6091446E-02 -0.4732193       3.982712    
   119.5543     -7.6855943E-02 -0.4755041       3.984119    
   119.5592     -7.7640235E-02 -0.4777686       3.985904    
   119.5642     -7.8442037E-02 -0.4800228       3.986958    
   119.5692     -7.9264872E-02 -0.4822522       3.989104    
   119.5742     -8.0104791E-02 -0.4844719       3.990093    
   119.5792     -8.0965579E-02 -0.4866675       3.992169    
   119.5842     -8.1843428E-02 -0.4888523       3.993247    
   119.5892     -8.2742065E-02 -0.4910131       3.995299    
   119.5942     -8.3657756E-02 -0.4931611       3.996497    
   119.5992     -8.4592767E-02 -0.4952893       3.998237    
   119.6042     -8.5546449E-02 -0.4973991       3.999849    
   119.6092     -8.6518347E-02 -0.4994912       4.001398    
   119.6142     -8.7508909E-02 -0.5015644       4.003023    
   119.6192     -8.8517420E-02 -0.5036194       4.004584    
   119.6242     -8.9544393E-02 -0.5056554       4.006218    
   119.6292     -9.0589345E-02 -0.5076730       4.007784    
   119.6342     -9.1652691E-02 -0.5096712       4.009423    
   119.6392     -9.2733897E-02 -0.5116509       4.010993    
   119.6442     -9.3833201E-02 -0.5136114       4.012596    
   119.6492     -9.4950311E-02 -0.5155538       4.014146    
   119.6542     -9.6085951E-02 -0.5174763       4.015813    
   119.6592     -9.7239144E-02 -0.5193806       4.017341    
   119.6642     -9.8410740E-02 -0.5212643       4.019030    
   119.6692     -9.9599577E-02 -0.5231301       4.020539    
   119.6742     -0.1008068     -0.5249748       4.022248    
   119.6792     -0.1020311     -0.5268003       4.023810    
   119.6842     -0.1032728     -0.5286060       4.025406    
   119.6892     -0.1045321     -0.5303915       4.027030    
   119.6942     -0.1058085     -0.5321571       4.028602    
   119.6992     -0.1071027     -0.5339009       4.030315    
   119.7042     -0.1084128     -0.5356258       4.031775    
   119.7092     -0.1097405     -0.5373294       4.033439    
   119.7142     -0.1110853     -0.5390121       4.035046    
   119.7192     -0.1124467     -0.5406745       4.036608    
   119.7242     -0.1138252     -0.5423154       4.038247    
   119.7292     -0.1152205     -0.5439351       4.039834    
   119.7342     -0.1166323     -0.5455336       4.041421    
   119.7392     -0.1180612     -0.5471099       4.043075    
   119.7441     -0.1195061     -0.5486646       4.044639    
   119.7491     -0.1209675     -0.5501974       4.046241    
   119.7541     -0.1224446     -0.5517087       4.047805    
   119.7591     -0.1239388     -0.5531960       4.049508    
   119.7641     -0.1254478     -0.5546624       4.050976    
   119.7691     -0.1269737     -0.5561047       4.052679    
   119.7741     -0.1285147     -0.5575247       4.054213    
   119.7791     -0.1300714     -0.5589216       4.055828    
   119.7841     -0.1316436     -0.5602953       4.057402    
   119.7891     -0.1332316     -0.5616448       4.059046    
   119.7941     -0.1348351     -0.5629696       4.060670    
   119.7991     -0.1364532     -0.5642706       4.062243    
   119.8041     -0.1380863     -0.5655471       4.063845    
   119.8091     -0.1397339     -0.5667999       4.065404    
   119.8141     -0.1413964     -0.5680273       4.067028    
   119.8191     -0.1430733     -0.5692301       4.068601    
   119.8241     -0.1447650     -0.5704075       4.070200    
   119.8291     -0.1464701     -0.5715606       4.071726    
   119.8341     -0.1481895     -0.5726880       4.073323    
   119.8391     -0.1499228     -0.5737900       4.074877    
   119.8441     -0.1516698     -0.5748665       4.076430    
   119.8491     -0.1534311     -0.5759158       4.078042    
   119.8541     -0.1552052     -0.5769391       4.079569    
